"","textoComentario"
"141","He estado otras veces y esta vez he observado un bajón importante de nivel, atracciones y gente .

Como anécdota podían quitar la placa q dice q fue inaugurado por el “ muy honorable “Pujol, da risa.
Y luego los carteles y anuncios por megafonía...Más"
"142","La atracción de Ferrari Land dio mucha impresión... El viaje que nos tocó no se la razón por la cual el vagón de repente dio el efecto roll back. Les pregunté al volver a la base y no querían responder. Luego ya nos volvieron a...Más"
"143","El parque está muy bien el único problemas es que después de pagar por dos días 61 euros tienes que hacer colas de más de dos horas, nosotros fuimos cuatro adultos pagamos 244 euros,pierdes toda la mañana haciendo colas inmensas,si ,puedes coger el pase rápido...Más"
"144","En mi opinión es el mejor parque de atracciones que hay en España en cuanto a atracciones ya que te ayudan a soltar toda la adrenalina que tienes escondida y pasas un rato inmejorable!! Al lado está Ferrari Land, que se puede comprar entrada combinada...Más"
"145","Discriminan los discapacitados físicos. Si no has conseguido mover papeles para el papel del coche, no te permiten tener un trato caritativo. 
Solo dan acreditación a los que de algún modo tienenel baremo de movilidad, y luego los ves por hai corriendo. 

Eso si, por...Más"
"146","Fantástico. Totalmente recomendable.
Supone una inversión ir a pasar el día allí, pero merece la pena, sin duda. Contando la entrada, el parking, fotos, comida...
Además, aunque esto le sume dinero al precio (a partir de unos 34€), lo mejor es coger el ticket Express,...Más"
"147","Es de los parques que menos me ha gustado por lo mal organizado que lo tienen, se producen tantas colas por que falta personal en las atracciones y la gente que trabaja al Allí les preguntas algo y parece que te están perdonando la vida...Más"
"148","En sus comienzos el parque valia la pena, ahora es horroroso.
Si solo compras tu entrada vas a tener de hacer colas de mas de 2h para subirte a las atracciones fuertes, ahora les interesa mas la pasta que nada y hay 4 expres pass...Más"
"149","Fuimos el día 21/08/2019 al parque de portaventura todos ilusionado para pasar un día inolvidable y el día fue un  infierno, y con la sensación de que me habían robado la cartera, el parque estaba hasta la  bola de gente las atracciones de niño casi...Más"
"150","Llevaremos unos 10 años yendo a Port Aventura. Nunca nos cansamos. Además, mi hija está deseando medir 1,40 para montarse en las atracciones fuertes. De mientras, nos montamos en todo lo que podemos una y otra vez, eso sí, con pase express. Si no lo...Más"
"151","Un despropósito la forma de gestionar la entrada al furius Baco, como veían que la cola express se estaba llenando empezaron a pasar coches enteros para ellos y cuando no, en una proporción de 20 a 4 o 22 a 2 de la fila normal...Más"
"152","O te gastas 55 euros en un pase express para pasar más rápido (aún así tienes que esperar bastante cola) o te tiras 3 horas en cada atracción.

Al final el día entre el parking la entrada y el pase se va a más de...Más"
"153","Llevamos como 45 minutos en la cola para entrar en el parking, sabiendo las fechas q son no se puede permitir q esto esté tan mal dirigido, no hay personal. No damos la vuelta porque es imposible darla. Y aquí seguimos, ya con pocas ganas...Más"
"154","He ido a Portaventura en seis ocasiones desde que se abrio, con diferentes edades de personas y nunca me defrauda. 
Esta última vez con la combinación de adolescentes y abuelos. Hubo actividad para que todos saliesemos contentos. Filas como máximo de una hora pero si...Más"
"155","Llevamos viniendo unos diez años y nunca hemos tenido una queja. Las atracciones siempre han estado cuidadas y las colas eran irrisorias con el Fast Pass (ni dos minutos de espera). Sin embargo, estos últimos años hemos visto como cada dos por tres (varias veces...Más"
"156","La verdad que me sorprendió muchísimo el parque está genial,está muy bien ambientado todo, muchasss atracciones para todos ,nadie se aburre allí y todo muy bien cuidado la verdad recomendado al 100%👌"
"157","Pues una enorme decepción ha sido comprobar la discriminación que se les da a este colectivo, el motivo, como no, el Afán de lucro, a costa de las diferentes discapacidades, como si esto de por si, no supusiera ya una limitación no elegida. Hemos encontrado...Más"
"158","He estado con mi familia en Port Aventura,mi marido tiene el 40% de discapacidad està operado de la espalda y no puede estar de piè durante 2 horas ,antes con el carnet te ponian una pulsera para poder pasar sin hacer colas ahora resulta que...Más"
"159","Parque muy mal organizado. Distancias excesivas por su diseño circular. Hay que andar demasiado. Algunas atracciones muy antiguas. En muchas atracciones colas sin sombras para los que esperan. Poca variedad de comida dentro del parque y con colas interminables para poder tomar algo. En mi...Más"
"160","Muy mal,la desorganización que hay en el parque es abrumadora,los trabajadores están perdidos completamente. Es una pena por qué es un buen parque con buenas atracciones,pero no saben cuidarlo ni mantenerlo. En la visita de hoy templo del fuego no ha funcionado bien,la mitad de...Más"
"161","El parque esta muy bien ,muy bien cuidado las zonas,las atracciones muy divertidas y asientos comodos,espectaculo final de cierre lo mejor,los demas espectaculos no fui ya que mi intencion es montarme en las atracciones todo lo que quiera.Eso si si vas obligatoriamente compra el pase...Más"
"162","Estuvimos 2 noches en el area de port aventura con entradas al parque de 2 dias.
Primero decir que me parece una gran iniciativa la creacion de este area para hacernos mas facil el poder ir a los que optamos por este modo de pasar...Más"
"163","Fuimos a pasar el día una pareja y una persona con discapacidad. En todos los parques se les da una pulsera para no tener que hacer colas debido a que una persona en ese estado no puede ponerse a hacer colas de 3 y 4...Más"
"164","Estuvimos dos dias en el parque y fue una locura respeto a las colas en muchas de ellas mas de 2h 30 min . Sin duda merece la pena coger el pase rapido.
Por lo demas muy divertido y lugares bien cuidados."
"165","El Martes pasado intentamos ir a Port Aventura mi hija y yo. 
A las 10.30 nos parábamos en el atasco de entrada al aparcamiento (17,5 euros)
A las 11.30 lograbamos ponernos en la cola de la entrada. 
A las 13.00 por fin llegamos a la...Más"
"166","Nos lo pasamos muy bien, pero es triste ver como el dinero lo puede todo. 2 sin pulsera y 8 con pulsera."
"167","El mejor parque de España nos lo pasamos súper bien montamos en un montón de atracciones  las de agua súper chulas volveremos"
"168","Un parque que vale la pena visitar en familia ya que hay diversión para todos. Siempre con novedades e intentando mejorar siempre. Hemos estado este mes de agosto y aunque había gente no hemos sentido sensación de agobio y las colas están bien organizadas. Con...Más"
"169","Impresionante. Un viaje de en sueño, no puedes dejar de ir a darte un baño al caribe espectacular , sitios con bastante sombra,piscinas. Geniales lo único un poco de paciencia para sus colas de espera.
Y la visita a port aventura un 10"
"170","En este parque de atracciones en imposible aburrirse. Nada más llegar hay taquillas donde por una pequeña cantidad (no me acuerdo exacto del precio pero no pasaba de 3€) puedes guardar tus pertenecias, lo cual recomiendo ya que en las atracciones de agua no disponen...Más"
"171","La verdad q el mes de agosto es malísimo para ir  a cualquier sitio. Las colas eran de esperar pero hay q decir q en los paneles informativos de las colas andan un poquito mal. Más bien pin en tiempo de menos me imagino q...Más"
"172","El parque está genial, la decoración, los espectáculos, las atracciones,.... Fuimos dos días y en las atracciones colas de espera interminables, en algunas hasta más de dos horas y de media, en cada una mínimo una hora de espera, el segundo día decidimos sacar el...Más"
"173","Agosto del 2019. Después de pasarnos  tres días en el parque y recorrer los tres parques, tres personas, mi marido, mi sobrino y yo. Hemos decidido poner este comentario después de esta mala experiencia. Les cuento. El primer día quedamos en entrar en Ferrari L....Más"
"174","Excelente siempre que no haya infinidad de colas. Recomendado para todo tipo de público, si no te gustan las atracciones hay muchos espectáculos y juegos"
"175","Muchas colas, comida sin gluten fuera del horario de comida no hay y en el horario tampoco en todas partes, quieren sacar pasta por todo, pase express o primeras filas, algunos espectáculos también con consumición obligatoria y si no funciona una atracción ni avisan para...Más"
"176","Conozco PortAventura desde su comienzo, y tengo que decir que siempre consigue sorprenderme. Las zonas temáticas son espectaculares y están muy cuidadas. El Far West es mi preferida por su gran ambientación, que continúa en los hoteles, pero la Polinesia también resulta muy refrescante y...Más"
"177","Después de muchos años de no visitar el parque, una enorme sorpresa. 
Ferrari land una maravilla. Vale la pena pagar los 22€ para no hacer cola. 
Espectáculos de mucho nivel, por ejemplo We dance on movie para no perdérselo por nada. De lo mejor visto...Más"
"178","Cierto es que en agosto todo está masificado y que un parque temático como este no va a ser la excepción, pero he salido con sensación de frustración y de engaño de mi última visita. Varias cosas:
1. Precios: abusivos, pero como cualquier otro parque...Más"
"179","Muy divertido y familiar . Se necesitan dos dias como mínimo para aprovecharlo bien . Es muy grande y hay que hacer colas un poco largas en algunas atracciones ."
"180","Saque las entradas para PortAventura y me convenció la chica que me atendió para sacar dos dias dos parques 
El primero fuimos a PortAventura sacamos la pulsera exprés estuvimos una hora  la cola para sacarla 
Dejamos el coche en el parking vip aparcado en una...Más"
"181","Primero de todo... si vas en agosto no pretendas que no haya colas porque las hay y algunas de mas de dos horas, sobre todo en las más populares. Dicho esto, todo fenomenal, buen ambiente y la cabalgata del final muy chula. Los precios, pues...Más"
"182","Un parque para repetir el problema es la largas esperas para montar pero merece la pena y los espectáculos fantásticos 
Bien por  PortAventura"
