"","textoComentario"
"165","Increíble 
Mucha gente calor 
Pero una obra increíble 
Mi buen visita guiada 
El tour callejero el rojo es lo mejor"
"166","Visita IMPRESCINDIBLE. Ojo.... reservar con tiempo o corréis el riesgo de quedaros fuera. No se entiende La Barcelona actual sin ver la obra de Gaudí. Las dos visitas que todo el mundo debería hacer son Sagrada Familia y Parque Güell"
"167","La arquitectura de la Sagrada familia te deja si. Palabras. Imperdible si vas a Barcelona. Eso sí, hay que comprar los tickets con antelación, en caso contrario puede ser que te quedes x fuera"
"168","La Sagrada Familia es una de las maravillas del mundo, su interior es impresionante, pero, ¡Cuidado! Compren las entradas en la web oficial, no lo hagan en Tictactickets, porque como se descuiden, aparte de ser más caras, compran una distinta a la que quieren y...Más"
"169","Muy Buena experiencia, excelente el audio guía. 
Bastante gente la visita, pero es controlado el horario de ingreso .-"
"170","Llevo viviendo 20 años en Barcelona y nunca había entrado a la Sagrada Familia hasta este verano. Merece totalmente la pena, lo que se ve por fuera no tiene nada que ver con lo que ves dentro. Fuera es recargado , dentro es minimalista, limpio...increíble...Más"
"171","En Barcelona realicé la visita casi imperdible de la Sagrada Famila y por no saber saque ticket por internet de las agencias conocidas que ofrecían “entrada rápido acceso sin realizar fila”. Es un gran engaño!!! Al llegar con tu ticket realizas la fila que corre...Más"
"172","excelente. mucha gente de todos paises. mucho solo y calor en verano. se disfruta mucho si eres religioso visita vestido apropiadamente"
"173","Una basilica diferente. Recomiendo especialmente a poder ser visitar con guia, pues esta llena
de curiosidades que si no te las cuentan insitu no las ves. Por dentro es espectacular."
"174","Hay que coger hora, a pesar de lo cual siempre hay muchas personas. A los hombres les hacen quitarse el sombrero pero a las mujeres no. Parece que es debido a la religión, pero sin duda es una norma sexista."
"175","Es una obra de arte! Para mi, lo mejor de Barcelona, por donde la mires impresiona.
Queda como a 10 minutos de la Rambla en coche, hay paradas de taxis afuera y pasan los buses turísticos"
"176","Es una belleza de monumento. Tenía muchas ganas de visitarlo. Hay que ir a una hora prudente y com las entradas compradas con antelación."
"177","Pera mi fue como entrar en un cuento de hadas. Yo no tengo los suficientes adjetivos para describirla. 
Creo que todos deberian de visitarla. 
Yo seguro que repito"
"178","No dejes de visitarla,por dentro y por fuera. Obra de Gaudí cargada de sentido.Podes llegar en metro o con los free tours. Vale la pena"
"179","vale la pena ir temprano para evitar colas.  nos impresionó el interior de la basilica y las vistas desde las torres .  estaba lleno de extranjeros venidos de todo el mundo con ganas de ver uno de los mejores templos delplaneta tierra."
"180","La Sagrada familia es imponente y la interpretación arquitectónica más  auténtica  de la fe católica, tan íntimamente relacionada con la naturaleza en cada uno de sus detalles. Tan sencilla y despojada del oro y de los materiales carísimos que siempre tienen las Iglesias. Me conmovió...Más"
"181","Una de las mayores obras del Mundo, es espectacular por fuera y por dentro, merece la pena conocer esta maravilla."
"182","Desde que la vez resulta imponente la Basilica de la Sagrada Familia. tanto por delante como su fachada trasera. Lamentablemente no compramos entradas anticipadamente por internet y el día que fuimos no había tickets para ingresar"
"183","cada cierto tiempo me gusta visitar esta impresionante basílica y ver como crece cada vez mas cada día que pasa es mas alta y sus torres van creciendo y por dentro es majestuosa y ver como entra la luz por sus ventanales de colores 
es...Más"
"184","La sagrada familia es de las estructuras arquitectónicas más bellas en las que he estado. Sin palabras para lo que es ese lugar. Por fuera es impresionante pero por dentro es tan diferente y especial que sin duda vale la pena entrar ya que estás...Más"
"185","La interminable iglesia de Antoni Gaudi se muestra imponente y exuberante para los ojos de cualquiera. Sin embargo su arquitectura, formas, líneas, cristales y cámaras están diseñadas para deformar la luz y crear una atmosfera y energía un tanto oscura. No se asemeja para nada...Más"
"186","Es muy imponente la basílica ,si vas a Barcelona no puedes dejar pasar esta oportunidad y con audio guía mejor aún, para poder entender la bella historia de este lugar"
"187","sacamos entrada con guia... la basílica es  una experiencia personal, no hay otra igual (no soy catolica) pero excede la religión y habla su arquitectura. Quiero destacar el entusiasmo que  puso en todo momento el GUÍA MARCEL, espero lo lean sus jefes, PUSO TANTA PASIÓN...Más"
"188","Visité la Basílica hace casi treinta años. He vuelto a repetir la visita ahora y me ha decepcionado. La parte diseñada por Gaudí es espectacular. Sin embargo, lo que se está construyendo en los últimos años es muy desafortunado. Roza lo hortera."
"189","El edificio de Gaudí verdaderamente es algo espectacular que se debe de visitar si está en Barcelona. El interior ofrece algo sumamente distinto de lo exterior. Yo tome el tour con audioguia y me pareció bastante completo. Ofrece varios idiomas. 
Hay que reservar previamente por...Más"
"190","La Sagrada Familia nos sorprendió gratamente. Habíamos visitado muchas iglesias en varios países y esta no tiene comparación, es única, por lo bella, distinta y mágica que es, sobre todo en su interior. Los juegos de colores con la luz natural y el sol ingresando...Más"
"191","Hemos estado aquí hace unas dos semanas. Este lugar es muy muy hermoso. Increíble ambiente, edificio. El programa de audioguía es muy útil y tenemos mucha información nueva."
"192","Única!! Poder apreciar las diferentes etapas, el estilo modernista, después de ver tantas catedrales antiguas está nos muestra algo muy diferente principalmente en la fachada de la muerte, imperdible"
"193","Preciosas vistas por fuera. Impresiona el cambio de cada una de las caras, moderna por un lado y antigua por el otro, los miles de detalles...es una obra de arte"
"194","La iglesia es majestuosa. El problema mayor es la fila para entrar y que todavía está en construcción, lo que impide el acceso a ciertas áreas."
"195","imponente desde el punto de vista de la arquitectura. Desde el religioso, no me gusta. Deben sacar con anticipación las entradas."
"196","El lugar por dentro y por fuera es sorprendente, la audio guía que te va explicando los lugares y las inspiraciones está muy bien realizada, te ayuda a que el lugar que de por si es mágico sea aún más admirable, súper vale la pena...Más"
"197","Encantado, recomiendo que visiten la Sagrada Familia, es algo espectacular... sobre todo la atencion"
"198","Se trata de un templo espectacular y único. Muy bien organizado. Totalmente recomendable la audioguia. Fundamental comprar las entradas previamente"
"199","Había venido antes a Barcelona y no había sacado el tiempo para ir a la Sagrada Familia, que tremendo error!! Es lo mejor de Barcelona. Es realmente único, Gaudí era un hombre que se adelantó en el tiempo. Compren por internet la entrada, es facilísimo...Más"
"200","De visita obligada de todo visitante de Barcelona, es quizás el monumento mas maravilloso del Modernismo Catalan. Su creador, el arquitecto Antoni Gaudi, un genio, imagino una Catedral del siglo XIX -XX, y plasmo una espiritualidad cristiana moderna inigualable, casi increíble.
es una maravilla unica...Más"
"201","Sin aliento me quedé al pasar las puertas de la Basílica, no esperaba encontrarme tal maravilla de arquitectura y luces. Por más que me habían contado y había visto fotos es inimaginable el espectáculo que es estar dentro. Cogimos la visita guiada, y estuvo fenomenal."
"202","Totalmente una edificación maravillosa... un arquitecto que imaginó un sitio y legado para que se disfrute para todos los que puedan visitar, sino puedes ir dentro, disfruta por fuera, pero siempre puedes reservar a medianoche por internet!
Si vas a Barcelona y no visitas esta...Más"
"203","La basílica de la Sagrada Familia es espectacular, su exterior enamora y su interior sorprende. Recomiendo encarecidamente subir a las torres (subida en ascensor y bajada a pie) las vistas de la basílica son preciosas así como las que ofrecen de la ciudad.
La única...Más"
"204","Es la (todavía) inconclusa basílica, obra cumbre de Antoní Gaudí. Es espectacular desde todos lados, y se espera que una vez terminada sea uno de los mayores y mejores templos del cristianismo.
Recomendable comprar las entradas con anticipación. No sé puede ingresar con objetos filosos,...Más"
"205","Es una visita espectacular, no dejar de ir. Emociona, tomarse el tiempo para la recorrida completa.Comprar el ticket por internet y completo ."
"206","Es un lugar que no puede dejar de visitarse, aconsejo comprar el ticket por internet completo. Fue emocionante y grandiosa."
"207","La había visitado hace 38 años, me había gustado. Punto. . Ahora volví y me maravilló. La catedral De Santiago de Compostela te atrapa por el misticismo religioso. Esta te atrapa por el misticismo de la arquitectura, si vale la expresión."
"208","Así como la basílica es una maravilla para la vista y para los amantes de las obras de Gaudí, siento que está muy masificada a pesar de haber una entrada por horas. Llega a resultar agobiantes estar en algunas zonas."
"209","Fui el verano del año 2017 y después de recorrer las iglesias de Italia, pensé que iba a ser una iglesia mas y me ¡equivoque!!! Es mas que una iglesia...llena de simbolismos, el solo entrar te emociona...un imperdible en Barcelona"
"210","Te deja atónico ni bien entrás, sobre todo si sos religioso. Sin palabras realmente. Hay mucha gente pero si se va con tíquet con horario se entra rápido. Recomendado subir a la torre (solo sino sufre de vértigo)."
"211","Incrrible obra de arte,un adelantado a su epoca. La obra de un genio. Un monumento impactante. Increible. Hay que verlo."
"212","Vivo en Barcelona y hacía muchísimo tiempo que no visitaba la Sagrada Familia. Lo hice hace poco y realmente me quedé maravillado. Te puede gustar más o menos el estilo de Gaudí, recordemos que en sus tiempos fué muy criticado, pero actualmente está encumbrado en...Más"
